ts_code,trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv,circ_mv
000008.SZ,20250930,2.85,None,None,2.6398,3.7184,3.6393,0.0,None,774167.6397,774144.6313
000008.SZ,20250929,2.88,None,None,2.6675,3.7575,3.6777,0.0,None,782316.7727,782293.5222
000008.SZ,20250926,2.9,None,None,2.6861,3.7836,3.7032,0.0,None,787749.5281,787726.1161
000008.SZ,20250925,2.82,None,None,2.612,3.6792,3.601,0.0,None,766018.5066,765995.7405
000008.SZ,20250924,2.85,None,None,2.6398,3.7184,3.6393,0.0,None,774167.6397,774144.6313
000008.SZ,20250923,2.82,None,None,2.612,3.6792,3.601,0.0,None,766018.5066,765995.7405
000008.SZ,20250922,2.86,None,None,2.649,3.7314,3.6521,0.0,None,776884.0173,776860.9283
000008.SZ,20250919,2.89,None,None,2.6768,3.7705,3.6904,0.0,None,785033.1504,785009.8191
000008.SZ,20250918,2.96,None,None,2.7416,3.8619,3.7798,0.0,None,804047.7942,804023.8978
000008.SZ,20250917,3.0,None,None,2.7787,3.9141,3.8309,0.0,None,814913.3049,814889.0856
000008.SZ,20250916,3.0,None,None,2.7787,3.9141,3.8309,0.0,None,814913.3049,814889.0856
000008.SZ,20250915,2.92,None,None,2.7046,3.8097,3.7287,0.0,None,793182.2834,793158.71
000008.SZ,20250912,2.87,None,None,2.6583,3.7445,3.6649,0.0,None,779600.395,779577.2252
000008.SZ,20250911,2.84,None,None,2.6305,3.7053,3.6266,0.0,None,771451.262,771428.3344
000008.SZ,20250910,2.84,None,None,2.6305,3.7053,3.6266,0.0,None,771451.262,771428.3344
000008.SZ,20250909,2.82,None,None,2.612,3.6792,3.601,0.0,None,766018.5066,765995.7405
000008.SZ,20250908,2.83,None,None,2.6212,3.6923,3.6138,0.0,None,768734.8843,768712.0374
000008.SZ,20250905,2.82,None,None,2.612,3.6792,3.601,0.0,None,766018.5066,765995.7405
000008.SZ,20250904,2.79,None,None,2.5842,3.6401,3.5627,0.0,None,757869.3736,757846.8496
000008.SZ,20250903,2.78,None,None,2.5749,3.627,3.55,0.0,None,755152.9959,755130.5527
000008.SZ,20250902,2.87,None,None,2.6583,3.7445,3.6649,0.0,None,779600.395,779577.2252
000008.SZ,20250901,2.88,None,None,2.6675,3.7575,3.6777,0.0,None,782316.7727,782293.5222
000008.SZ,20250829,2.86,None,None,2.649,3.7314,3.6521,0.0,None,776884.0173,776860.9283
000008.SZ,20250828,2.88,None,None,2.6675,3.7575,3.6777,0.0,None,782316.7727,782293.5222
000008.SZ,20250827,2.87,None,None,2.6583,3.7445,3.6649,0.0,None,779600.395,779577.2252
000008.SZ,20250826,2.97,None,None,2.6985,3.8749,3.7972,0.0,None,806764.1719,806721.4769
000008.SZ,20250825,2.99,None,None,2.7167,3.901,3.8228,0.0,None,812196.9272,812153.9448
000008.SZ,20250822,2.98,None,None,2.7076,3.888,3.81,0.0,None,809480.5495,809437.7108
000008.SZ,20250821,3.0,None,None,2.7258,3.9141,3.8356,0.0,None,814913.3049,814870.1787
000008.SZ,20250820,2.93,None,None,2.6622,3.8227,3.7461,0.0,None,795898.6611,795856.5412
000008.SZ,20250819,2.9,None,None,2.6349,3.7836,3.7077,0.0,None,787749.5281,787707.8394
000008.SZ,20250818,2.88,None,None,2.6168,3.7575,3.6822,0.0,None,782316.7727,782275.3716
000008.SZ,20250815,2.86,None,None,2.5986,3.7314,3.6566,0.0,None,776884.0173,776842.9037
000008.SZ,20250814,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250813,2.91,None,None,2.644,3.7966,3.7205,0.0,None,790465.9058,790424.0733
000008.SZ,20250812,2.91,None,None,2.644,3.7966,3.7205,0.0,None,790465.9058,790424.0733
000008.SZ,20250811,2.93,None,None,2.6622,3.8227,3.7461,0.0,None,795898.6611,795856.5412
000008.SZ,20250808,2.89,None,None,2.6258,3.7705,3.695,0.0,None,785033.1504,784991.6055
000008.SZ,20250807,2.79,None,None,2.535,3.6401,3.5671,0.0,None,757869.3736,757829.2662
000008.SZ,20250806,2.81,None,None,2.5532,3.6662,3.5927,0.0,None,763302.1289,763261.734
000008.SZ,20250805,2.8,None,None,2.5441,3.6531,3.5799,0.0,None,760585.7512,760545.5001
000008.SZ,20250804,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250801,2.76,None,None,2.5077,3.6009,3.5288,0.0,None,749720.2405,749680.5644
000008.SZ,20250731,2.77,None,None,2.5168,3.614,3.5415,0.0,None,752436.6182,752396.7983
000008.SZ,20250730,2.84,None,None,2.5804,3.7053,3.631,0.0,None,771451.262,771410.4358
000008.SZ,20250729,2.83,None,None,2.5713,3.6923,3.6183,0.0,None,768734.8843,768694.2019
000008.SZ,20250728,2.83,None,None,2.5713,3.6923,3.6183,0.0,None,768734.8843,768694.2019
000008.SZ,20250725,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250724,2.9,None,None,2.6349,3.7836,3.7077,0.0,None,787749.5281,787707.8394
000008.SZ,20250723,2.88,None,None,2.6168,3.7575,3.6822,0.0,None,782316.7727,782275.3716
000008.SZ,20250722,2.89,None,None,2.6258,3.7705,3.695,0.0,None,785033.1504,784991.6055
000008.SZ,20250721,2.86,None,None,2.5986,3.7314,3.6566,0.0,None,776884.0173,776842.9037
000008.SZ,20250718,2.79,None,None,2.535,3.6401,3.5671,0.0,None,757869.3736,757829.2662
000008.SZ,20250717,2.79,None,None,2.535,3.6401,3.5671,0.0,None,757869.3736,757829.2662
000008.SZ,20250716,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250715,2.79,None,None,2.535,3.6401,3.5671,0.0,None,757869.3736,757829.2662
000008.SZ,20250714,2.87,None,None,2.6077,3.7445,3.6694,0.0,None,779600.395,779559.1376
000008.SZ,20250711,2.86,None,None,2.5986,3.7314,3.6566,0.0,None,776884.0173,776842.9037
000008.SZ,20250710,2.86,None,None,2.5986,3.7314,3.6566,0.0,None,776884.0173,776842.9037
000008.SZ,20250709,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250708,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250707,2.84,None,None,2.5804,3.7053,3.631,0.0,None,771451.262,771410.4358
000008.SZ,20250704,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250703,2.8,None,None,2.5441,3.6531,3.5799,0.0,None,760585.7512,760545.5001
000008.SZ,20250702,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250701,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250630,2.79,None,None,2.535,3.6401,3.5671,0.0,None,757869.3736,757829.2662
000008.SZ,20250627,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250626,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250625,2.8,None,None,2.5441,3.6531,3.5799,0.0,None,760585.7512,760545.5001
000008.SZ,20250624,2.76,None,None,2.5077,3.6009,3.5288,0.0,None,749720.2405,749680.5644
000008.SZ,20250623,2.73,None,None,2.4805,3.5618,3.4904,0.0,None,741571.1075,741531.8626
000008.SZ,20250620,2.71,None,None,2.4623,3.5357,3.4648,0.0,None,736138.3521,736099.3948
000008.SZ,20250619,2.71,None,None,2.4623,3.5357,3.4648,0.0,None,736138.3521,736099.3948
000008.SZ,20250618,2.77,None,None,2.5168,3.614,3.5415,0.0,None,752436.6182,752396.7983
000008.SZ,20250617,2.82,None,None,2.5622,3.6792,3.6055,0.0,None,766018.5066,765977.968
000008.SZ,20250616,2.77,None,None,2.5168,3.614,3.5415,0.0,None,752436.6182,752396.7983
000008.SZ,20250613,2.76,None,None,2.5077,3.6009,3.5288,0.0,None,749720.2405,749680.5644
000008.SZ,20250612,2.8,None,None,2.5441,3.6531,3.5799,0.0,None,760585.7512,760545.5001
000008.SZ,20250611,2.83,None,None,2.5713,3.6923,3.6183,0.0,None,768734.8843,768694.2019
000008.SZ,20250610,2.83,None,None,2.5713,3.6923,3.6183,0.0,None,768734.8843,768694.2019
000008.SZ,20250609,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250606,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250605,2.83,None,None,2.5713,3.6923,3.6183,0.0,None,768734.8843,768694.2019
000008.SZ,20250604,2.81,None,None,2.5532,3.6662,3.5927,0.0,None,763302.1289,763261.734
000008.SZ,20250603,2.8,None,None,2.5441,3.6531,3.5799,0.0,None,760585.7512,760545.5001
000008.SZ,20250530,2.8,None,None,2.5441,3.6531,3.5799,0.0,None,760585.7512,760545.5001
000008.SZ,20250529,2.84,None,None,2.5804,3.7053,3.631,0.0,None,771451.262,771410.4358
000008.SZ,20250528,2.82,None,None,2.5622,3.6792,3.6055,0.0,None,766018.5066,765977.968
000008.SZ,20250527,2.77,None,None,2.5168,3.614,3.5415,0.0,None,752436.6182,752396.7983
000008.SZ,20250526,2.78,None,None,2.5259,3.627,3.5543,0.0,None,755152.9959,755113.0323
000008.SZ,20250523,2.75,None,None,2.4986,3.5879,3.516,0.0,None,747003.8628,746964.3305
000008.SZ,20250522,2.81,None,None,2.5532,3.6662,3.5927,0.0,None,763302.1289,763261.734
000008.SZ,20250521,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250520,2.85,None,None,2.5895,3.7184,3.6438,0.0,None,774167.6397,774126.6698
000008.SZ,20250519,2.86,None,None,2.5986,3.7314,3.6566,0.0,None,776884.0173,776842.9037
000008.SZ,20250516,2.83,None,None,2.5713,3.6923,3.6183,0.0,None,768734.8843,768694.2019
000008.SZ,20250515,2.82,None,None,2.5622,3.6792,3.6055,0.0,None,766018.5066,765977.968
000008.SZ,20250514,2.87,None,None,2.6077,3.7445,3.6694,0.0,None,779600.395,779559.1376
000008.SZ,20250513,2.89,None,None,2.6258,3.7705,3.695,0.0,None,785033.1504,784991.6055
000008.SZ,20250512,3.0,None,None,2.7258,3.9141,3.8356,0.0,None,814913.3049,814870.1787
000008.SZ,20250509,2.75,None,None,2.4986,3.5879,3.516,0.0,None,747003.8628,746964.3305
000008.SZ,20250508,2.81,None,None,2.5532,3.6662,3.5927,0.0,None,763302.1289,763261.734
000008.SZ,20250507,2.76,None,None,2.5077,3.6009,3.5288,0.0,None,749720.2405,749680.5644
000008.SZ,20250506,2.74,None,None,2.4896,3.5748,3.5032,0.0,None,744287.4851,744248.0965
000008.SZ,20250430,2.69,None,None,2.4441,3.5096,3.4393,0.0,None,730705.5967,730666.9269
000008.SZ,20250429,2.66,None,None,2.4169,3.4705,3.4009,0.0,None,722556.4637,722518.2251
000008.SZ,20250428,2.66,None,None,2.384,3.4705,3.4705,0.0,None,722556.4637,722518.2251
000008.SZ,20250425,2.69,None,None,2.4109,3.5096,3.5096,0.0,None,730705.5967,730666.9269
000008.SZ,20250424,2.69,None,None,2.4109,3.5096,3.5096,0.0,None,730705.5967,730666.9269
000008.SZ,20250423,2.73,None,None,2.4467,3.5618,3.5618,0.0,None,741571.1075,741531.8626
000008.SZ,20250422,2.73,None,None,2.4467,3.5618,3.5618,0.0,None,741571.1075,741531.8626
000008.SZ,20250421,2.74,None,None,2.4557,3.5748,3.5748,0.0,None,744287.4851,744248.0965
000008.SZ,20250418,2.69,None,None,2.164,2.9093,3.1866,0.0,None,730705.5967,722540.5545
000008.SZ,20250417,2.78,None,None,2.2364,3.0066,3.2932,0.0,None,755152.9959,746714.7737
000008.SZ,20250416,2.82,None,None,2.2686,3.0499,3.3406,0.0,None,766018.5066,757458.8712
000008.SZ,20250415,2.91,None,None,2.341,3.1472,3.4472,0.0,None,790465.9058,781633.0905
000008.SZ,20250414,3.08,None,None,2.4778,3.3311,3.6486,0.0,None,836644.3264,827295.5047
000008.SZ,20250411,2.97,None,None,2.3893,3.2121,3.5183,0.0,None,806764.1719,797749.2367
000008.SZ,20250410,3.06,None,None,2.4617,3.3094,3.6249,0.0,None,831211.571,821923.456
000008.SZ,20250409,2.89,None,None,2.3249,3.1256,3.4235,0.0,None,785033.1504,776261.0418
000008.SZ,20250408,2.75,None,None,2.2123,2.9742,3.2577,0.0,None,747003.8628,738656.7007
000008.SZ,20250407,2.53,None,None,2.0353,2.7362,2.9971,0.0,None,687243.5538,679564.1646
000008.SZ,20250403,2.81,None,None,2.2606,3.039,3.3288,0.0,None,763302.1289,754772.8468
000008.SZ,20250402,2.55,None,None,2.0514,2.7579,3.0208,0.0,None,692676.3092,684936.2133
000008.SZ,20250401,2.57,None,None,2.0675,2.7795,3.0444,0.0,None,698109.0645,690308.2621
000008.SZ,20250331,2.56,None,None,2.0595,2.7687,3.0326,0.0,None,695392.6868,687622.2377
000008.SZ,20250328,2.58,None,None,2.0755,2.7903,3.0563,0.0,None,700825.4422,692994.2864
000008.SZ,20250327,2.65,None,None,2.1319,2.866,3.1392,0.0,None,719840.086,711796.457
000008.SZ,20250326,2.69,None,None,2.164,2.9093,3.1866,0.0,None,730705.5967,722540.5545
000008.SZ,20250325,2.66,None,None,2.1399,2.8768,3.1511,0.0,None,722556.4637,714482.4814
000008.SZ,20250324,2.65,None,None,2.1319,2.866,3.1392,0.0,None,719840.086,711796.457
000008.SZ,20250321,2.77,None,None,2.2284,2.9958,3.2814,0.0,None,752436.6182,744028.7494
000008.SZ,20250320,2.82,None,None,2.2686,3.0499,3.3406,0.0,None,766018.5066,757458.8712
000008.SZ,20250319,2.79,None,None,2.2445,3.0174,3.3051,0.0,None,757869.3736,749400.7981
000008.SZ,20250318,2.81,None,None,2.2606,3.039,3.3288,0.0,None,763302.1289,754772.8468
000008.SZ,20250317,2.83,None,None,2.2767,3.0607,3.3524,0.0,None,768734.8843,760144.8956
000008.SZ,20250314,2.8,None,None,2.2525,3.0282,3.3169,0.0,None,760585.7512,752086.8225
000008.SZ,20250313,2.77,None,None,2.2284,2.9958,3.2814,0.0,None,752436.6182,744028.7494
000008.SZ,20250312,2.84,None,None,2.2847,3.0715,3.3643,0.0,None,771451.262,762830.9199
000008.SZ,20250311,2.81,None,None,2.2606,3.039,3.3288,0.0,None,763302.1289,754772.8468
000008.SZ,20250310,2.79,None,None,2.2445,3.0174,3.3051,0.0,None,757869.3736,749400.7981
000008.SZ,20250307,2.77,None,None,2.2284,2.9958,3.2814,0.0,None,752436.6182,744028.7494
000008.SZ,20250306,2.82,None,None,2.2686,3.0499,3.3406,0.0,None,766018.5066,757458.8712
000008.SZ,20250305,2.81,None,None,2.2606,3.039,3.3288,0.0,None,763302.1289,754772.8468
000008.SZ,20250304,2.79,None,None,2.2445,3.0174,3.3051,0.0,None,757869.3736,749400.7981
000008.SZ,20250303,2.76,None,None,2.2204,2.985,3.2695,0.0,None,749720.2405,741342.725
000008.SZ,20250228,2.78,None,None,2.2364,3.0066,3.2932,0.0,None,755152.9959,746714.7737
000008.SZ,20250227,2.92,None,None,2.3491,3.158,3.4591,0.0,None,793182.2834,784319.1149
000008.SZ,20250226,2.97,None,None,2.3893,3.2121,3.5183,0.0,None,806764.1719,797749.2367
000008.SZ,20250225,2.9,None,None,2.333,3.1364,3.4354,0.0,None,787749.5281,778947.0661
000008.SZ,20250224,2.92,None,None,2.3491,3.158,3.4591,0.0,None,793182.2834,784319.1149
000008.SZ,20250221,2.91,None,None,2.341,3.1472,3.4472,0.0,None,790465.9058,781633.0905
000008.SZ,20250220,2.9,None,None,2.333,3.1364,3.4354,0.0,None,787749.5281,778947.0661
000008.SZ,20250219,2.96,None,None,2.3812,3.2013,3.5064,0.0,None,804047.7942,795063.2123
000008.SZ,20250218,2.69,None,None,2.164,2.9093,3.1866,0.0,None,730705.5967,722540.5545
000008.SZ,20250217,2.79,None,None,2.2445,3.0174,3.3051,0.0,None,757869.3736,749400.7981
000008.SZ,20250214,2.7,None,None,2.1721,2.9201,3.1984,0.0,None,733421.9744,725226.5788
000008.SZ,20250213,2.75,None,None,2.2123,2.9742,3.2577,0.0,None,747003.8628,738656.7007
000008.SZ,20250212,2.77,None,None,2.2284,2.9958,3.2814,0.0,None,752436.6182,744028.7494
000008.SZ,20250211,2.75,None,None,2.2123,2.9742,3.2577,0.0,None,747003.8628,738656.7007
000008.SZ,20250210,2.78,None,None,2.2364,3.0066,3.2932,0.0,None,755152.9959,746714.7737
000008.SZ,20250207,2.71,None,None,2.1801,2.9309,3.2103,0.0,None,736138.3521,727912.6032
000008.SZ,20250206,2.67,None,None,2.148,2.8876,3.1629,0.0,None,725272.8414,717168.5057
000008.SZ,20250205,2.58,None,None,2.0755,2.7903,3.0563,0.0,None,700825.4422,692994.2864
000008.SZ,20250127,2.52,None,None,2.0273,2.7254,2.9852,0.0,None,684527.1761,676878.1402
000008.SZ,20250124,2.57,None,None,2.0675,2.7795,3.0444,0.0,None,698109.0645,690308.2621
000008.SZ,20250123,2.56,None,None,2.0595,2.7687,3.0326,0.0,None,695392.6868,687622.2377
000008.SZ,20250122,2.56,None,None,2.0595,2.7687,3.0326,0.0,None,695392.6868,687622.2377
000008.SZ,20250121,2.61,None,None,2.0997,2.8227,3.0918,0.0,None,708974.5753,701052.3595
000008.SZ,20250120,2.66,None,None,2.1399,2.8768,3.1511,0.0,None,722556.4637,714482.4814
000008.SZ,20250117,2.69,None,None,2.164,2.9093,3.1866,0.0,None,730705.5967,722540.5545
000008.SZ,20250116,2.72,None,None,2.1882,2.9417,3.2221,0.0,None,738854.7298,730598.6276
000008.SZ,20250115,2.7,None,None,2.1721,2.9201,3.1984,0.0,None,733421.9744,725226.5788
000008.SZ,20250114,2.76,None,None,2.2204,2.985,3.2695,0.0,None,749720.2405,741342.725
000008.SZ,20250113,2.62,None,None,2.1077,2.8336,3.1037,0.0,None,711690.9529,703738.3839
000008.SZ,20250110,2.71,None,None,2.1801,2.9309,3.2103,0.0,None,736138.3521,727912.6032
000008.SZ,20250109,2.65,None,None,2.1319,2.866,3.1392,0.0,None,719840.086,711796.457
000008.SZ,20250108,2.64,None,None,2.1238,2.8552,3.1274,0.0,None,717123.7083,709110.4326
000008.SZ,20250107,2.66,None,None,2.1399,2.8768,3.1511,0.0,None,722556.4637,714482.4814
000008.SZ,20250106,2.58,None,None,2.0755,2.7903,3.0563,0.0,None,700825.4422,692994.2864
000008.SZ,20250103,2.65,None,None,2.1319,2.866,3.1392,0.0,None,719840.086,711796.457
000008.SZ,20250102,2.84,None,None,2.2847,3.0715,3.3643,0.0,None,771451.262,762830.9199
000008.SZ,20241231,2.9,None,None,2.333,3.1364,3.4354,0.0,None,787749.5281,778947.0661
000008.SZ,20241230,3.03,None,None,2.4376,3.277,3.5894,0.0,None,823062.4379,813865.3829
000008.SZ,20241227,3.1,None,None,2.4939,3.3527,3.6723,0.0,None,842077.0817,832667.5535
000008.SZ,20241226,3.09,None,None,2.4858,3.3419,3.6604,0.0,None,839360.704,829981.5291
000008.SZ,20241225,3.2,None,None,2.5743,3.4608,3.7907,0.0,None,869240.8586,859527.7971
000008.SZ,20241224,3.15,None,None,2.5341,3.4068,3.7315,0.0,None,855658.9701,846097.6753
000008.SZ,20241223,2.86,None,None,2.3008,3.0931,3.388,0.0,None,776884.0173,768202.9687
000008.SZ,20241220,3.01,None,None,2.4215,3.2554,3.5657,0.0,None,817629.6826,808493.3342
000008.SZ,20241219,2.99,None,None,2.4054,3.2337,3.542,0.0,None,812196.9272,803121.2854
000008.SZ,20241218,3.02,None,None,2.4295,3.2662,3.5775,0.0,None,820346.0603,811179.3585
000008.SZ,20241217,3.0,None,None,2.4134,3.2445,3.5538,0.0,None,814913.3049,805807.3098
000008.SZ,20241216,3.18,None,None,2.5582,3.4392,3.7671,0.0,None,863808.1032,854155.7484
000008.SZ,20241213,3.14,None,None,2.5261,3.3959,3.7197,0.0,None,852942.5925,843411.6509
000008.SZ,20241212,3.23,None,None,2.5985,3.4933,3.8263,0.0,None,877389.9916,867585.8702
000008.SZ,20241211,3.29,None,None,2.6467,3.5582,3.8974,0.0,None,893688.2577,883702.0164
000008.SZ,20241210,3.22,None,None,2.5904,3.4825,3.8144,0.0,None,874673.6139,864899.8459
000008.SZ,20241209,3.37,None,None,2.7111,3.6447,3.9921,0.0,None,915419.2792,905190.2113
000008.SZ,20241206,3.74,None,None,3.0087,4.0449,4.4304,0.0,None,1015925.2534,1004573.1129
000008.SZ,20241205,3.71,None,None,2.9846,4.0124,4.3949,0.0,None,1007776.1204,996515.0398
000008.SZ,20241204,3.37,None,None,2.7111,3.6447,3.9921,0.0,None,915419.2792,905190.2113
000008.SZ,20241203,3.06,None,None,2.4617,3.3094,3.6249,0.0,None,831211.571,821923.456
000008.SZ,20241202,2.78,None,None,2.2364,3.0066,3.2932,0.0,None,755152.9959,746714.7737
000008.SZ,20241129,2.53,None,None,2.0353,2.7362,2.9971,0.0,None,687243.5538,679564.1646
000008.SZ,20241128,2.5,None,None,2.0112,2.7038,2.9615,0.0,None,679094.4208,671506.0915
000008.SZ,20241127,2.47,None,None,1.9871,2.6713,2.926,0.0,None,670945.2877,663448.0184
000008.SZ,20241126,2.45,None,None,1.971,2.6497,2.9023,0.0,None,665512.5323,658075.9697
000008.SZ,20241125,2.45,None,None,1.971,2.6497,2.9023,0.0,None,665512.5323,658075.9697
000008.SZ,20241122,2.49,None,None,2.0031,2.693,2.9497,0.0,None,676378.0431,668820.0671
000008.SZ,20241121,2.59,None,None,2.0836,2.8011,3.0681,0.0,None,703541.8199,695680.3108
000008.SZ,20241120,2.61,None,None,2.0997,2.8227,3.0918,0.0,None,708974.5753,701052.3595
000008.SZ,20241119,2.55,None,None,2.0514,2.7579,3.0208,0.0,None,692676.3092,684936.2133
000008.SZ,20241118,2.53,None,None,2.0353,2.7362,2.9971,0.0,None,687243.5538,679564.1646
000008.SZ,20241115,2.53,None,None,2.0353,2.7362,2.9971,0.0,None,687243.5538,679564.1646
000008.SZ,20241114,2.62,None,None,2.1077,2.8336,3.1037,0.0,None,711690.9529,703738.3839
000008.SZ,20241113,2.71,None,None,2.1801,2.9309,3.2103,0.0,None,736138.3521,727912.6032
000008.SZ,20241112,2.77,None,None,2.2284,2.9958,3.2814,0.0,None,752436.6182,744028.7494
000008.SZ,20241111,2.86,None,None,2.3008,3.0931,3.388,0.0,None,776884.0173,768202.9687
000008.SZ,20241108,2.8,None,None,2.2525,3.0282,3.3169,0.0,None,760585.7512,752086.8225
000008.SZ,20241107,2.88,None,None,2.3169,3.1148,3.4117,0.0,None,782316.7727,773575.0174
000008.SZ,20241106,2.78,None,None,2.2364,3.0066,3.2932,0.0,None,755152.9959,746714.7737
000008.SZ,20241105,2.76,None,None,2.2204,2.985,3.2695,0.0,None,749720.2405,741342.725
000008.SZ,20241104,2.51,None,None,2.0192,2.7146,2.9734,0.0,None,681810.7984,674192.1159
000008.SZ,20241101,2.52,None,None,2.0273,2.7254,2.9852,0.0,None,684527.1761,676878.1402
000008.SZ,20241031,2.6,None,None,2.0916,2.8119,3.08,0.0,None,706258.1976,698366.3352
000008.SZ,20241030,2.49,None,None,1.9985,2.693,3.0538,0.0,None,676378.0431,668820.0671
000008.SZ,20241029,2.43,None,None,1.9504,2.6281,2.9802,0.0,None,660079.777,652703.9209
000008.SZ,20241028,2.55,None,None,2.0467,2.7579,3.1274,0.0,None,692676.3092,684936.2133
000008.SZ,20241025,2.4,None,None,1.9263,2.5956,2.9434,0.0,None,651930.6439,644645.8478
000008.SZ,20241024,2.34,None,None,1.8781,2.5307,2.8698,0.0,None,635632.3778,628529.7016
000008.SZ,20241023,2.32,None,None,1.8621,2.5091,2.8453,0.0,None,630199.6225,623157.6529
000008.SZ,20241022,2.31,None,None,1.8541,2.4983,2.833,0.0,None,627483.2448,620471.6285
000008.SZ,20241021,2.28,None,None,1.83,2.4658,2.7962,0.0,None,619334.1117,612413.5554
000008.SZ,20241018,2.27,None,None,1.822,2.455,2.784,0.0,None,616617.734,609727.5311
000008.SZ,20241017,2.21,None,None,1.7738,2.3901,2.7104,0.0,None,600319.4679,593611.3849
000008.SZ,20241016,2.24,None,None,1.7979,2.4226,2.7472,0.0,None,608468.601,601669.458
000008.SZ,20241015,2.22,None,None,1.7818,2.401,2.7227,0.0,None,603035.8456,596297.4093
000008.SZ,20241014,2.27,None,None,1.822,2.455,2.784,0.0,None,616617.734,609727.5311
000008.SZ,20241011,2.26,None,None,1.8139,2.4442,2.7717,0.0,None,613901.3564,607041.5067
000008.SZ,20241010,2.35,None,None,1.8862,2.5416,2.8821,0.0,None,638348.7555,631215.726
000008.SZ,20241009,2.28,None,None,1.83,2.4658,2.7962,0.0,None,619334.1117,612413.5554
000008.SZ,20241008,2.52,None,None,2.0226,2.7254,3.0906,0.0,None,684527.1761,676878.1402
000008.SZ,20240930,2.41,None,None,1.9343,2.6064,2.9557,0.0,None,654647.0216,647331.8722
000008.SZ,20240927,2.22,None,None,1.7818,2.401,2.7227,0.0,None,603035.8456,596297.4093
000008.SZ,20240926,2.15,None,None,1.7256,2.3253,2.6368,0.0,None,584021.2018,577495.2387
000008.SZ,20240925,2.1,None,None,1.6855,2.2712,2.5755,0.0,None,570439.3134,564065.1169
000008.SZ,20240924,2.07,None,None,1.6614,2.2387,2.5387,0.0,None,562290.1804,556007.0438
000008.SZ,20240923,2.01,None,None,1.6133,2.1738,2.4651,0.0,None,545991.9143,539890.8976
000008.SZ,20240920,2.01,None,None,1.6133,2.1738,2.4651,0.0,None,545991.9143,539890.8976
000008.SZ,20240919,2.03,None,None,1.6293,2.1955,2.4896,0.0,None,551424.6696,545262.9463
000008.SZ,20240918,1.98,None,None,1.5892,2.1414,2.4283,0.0,None,537842.7812,531832.8245
000008.SZ,20240913,2.03,None,None,1.6293,2.1955,2.4896,0.0,None,551424.6696,545262.9463
000008.SZ,20240912,2.01,None,None,1.6133,2.1738,2.4651,0.0,None,545991.9143,539890.8976
000008.SZ,20240911,1.99,None,None,1.5972,2.1522,2.4406,0.0,None,540559.1589,534518.8488
000008.SZ,20240910,2.1,None,None,1.6855,2.2712,2.5755,0.0,None,570439.3134,564065.1169
000008.SZ,20240909,1.98,None,None,1.5892,2.1414,2.4283,0.0,None,537842.7812,531832.8245
000008.SZ,20240906,1.96,None,None,1.5731,2.1198,2.4038,0.0,None,532410.0259,526460.7757
000008.SZ,20240905,1.94,None,None,1.5571,2.0981,2.3793,0.0,None,526977.2705,521088.727
000008.SZ,20240904,1.93,None,None,1.5491,2.0873,2.367,0.0,None,524260.8928,518402.7026
000008.SZ,20240903,1.96,None,None,1.5731,2.1198,2.4038,0.0,None,532410.0259,526460.7757
000008.SZ,20240902,1.95,None,None,1.5651,2.1089,2.3915,0.0,None,529693.6482,523774.7514
000008.SZ,20240830,2.0,None,None,1.6052,2.163,2.4528,0.0,None,543275.5366,537204.8732
000008.SZ,20240829,1.96,None,None,1.5186,2.1198,2.3551,0.0,None,532410.0259,524486.055
000008.SZ,20240828,1.97,None,None,1.5263,2.1306,2.3672,0.0,None,535126.4036,527162.0042
000008.SZ,20240827,1.96,None,None,1.5186,2.1198,2.3551,0.0,None,532410.0259,524486.055
000008.SZ,20240826,1.99,None,None,1.5418,2.1522,2.3912,0.0,None,540559.1589,532513.9027
000008.SZ,20240823,1.99,None,None,1.5418,2.1522,2.3912,0.0,None,540559.1589,532513.9027
000008.SZ,20240822,2.0,None,None,1.5495,2.163,2.4032,0.0,None,543275.5366,535189.852
